Striker,Season,Venue,Batting Team,total_runs,balls_faced,strike_rate,Bowler,Bowling Team,total_wickets,total_runs_conceded,balls_bowled,economy_rate
A Nehra,10,"Arun Jaitley Stadium, Delhi",Delhi Capitals,23,20,115,A Nehra,Delhi Daredevils,2,40,36,6.666666667
0,10,"Brabourne Stadium, Mumbai",0,0,0,0,A Nehra,Delhi Daredevils,1,30,25,7.2
0,10,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,A Nehra,Delhi Daredevils,3,26,24,6.5
0,12,"Arun Jaitley Stadium, Delhi",0,0,0,0,A Nehra,Pune Warriors,0,26,24,6.5
0,12,Barabati Stadium,0,0,0,0,A Nehra,Pune Warriors,1,41,25,9.84
0,12,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,A Nehra,Pune Warriors,1,54,25,12.96
0,12,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,A Nehra,Pune Warriors,2,23,24,5.75
A Nehra,12,"Punjab Cricket Association IS Bindra Stadium, Mohali",Pune Warriors,2,5,40,A Nehra,Pune Warriors,0,22,18,7.333333333
A Nehra,12,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,9,8,112.5,A Nehra,Pune Warriors,3,23,24,5.75
0,12,Subrata Roy Sahara Stadium,0,0,0,0,A Nehra,Pune Warriors,4,213,151,8.463576159
0,13,"Arun Jaitley Stadium, Delhi",0,0,0,0,A Nehra,Delhi Daredevils,3,58,43,8.093023256
A Nehra,13,"Eden Gardens, Kolkata",Delhi Capitals,0,1,0,A Nehra,Delhi Daredevils,1,20,18,6.666666667
0,13,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,0,0,0,A Nehra,Delhi Daredevils,2,38,24,9.5
0,13,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,A Nehra,Delhi Daredevils,1,31,25,7.44
A Nehra,13,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,0,1,0,A Nehra,Delhi Daredevils,0,37,24,9.25
A Nehra,13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,0,1,0,A Nehra,Delhi Daredevils,1,14,13,6.461538462
0,13,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,A Nehra,Delhi Daredevils,1,64,50,7.68
A Nehra,13,"Wankhede Stadium, Mumbai",Delhi Capitals,1,5,20,A Nehra,Delhi Daredevils,2,49,24,12.25
0,14,"Brabourne Stadium, Mumbai",0,0,0,0,A Nehra,Chennai Super Kings,2,34,24,8.5
0,14,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,A Nehra,Chennai Super Kings,3,33,25,7.92
0,14,"Sheikh Zayed Stadium, Abu Dhabi",0,0,0,0,A Nehra,Chennai Super Kings,1,24,18,8
0,14,"Wankhede Stadium, Mumbai",0,0,0,0,A Nehra,Chennai Super Kings,2,51,26,11.76923077
A Nehra,15,"Eden Gardens, Kolkata",Chennai Super Kings,1,4,25,A Nehra,Chennai Super Kings,0,77,51,9.058823529
0,15,JSCA International Stadium Complex,0,0,0,0,A Nehra,Chennai Super Kings,3,28,25,6.72
A Nehra,15,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,0,1,0,A Nehra,Chennai Super Kings,4,10,24,2.5
A Nehra,15,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0,1,0,A Nehra,Chennai Super Kings,9,203,166,7.337349398
0,15,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0,0,A Nehra,Chennai Super Kings,1,17,18,5.666666667
0,15,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,0,0,0,A Nehra,Chennai Super Kings,1,31,24,7.75
0,15,"Sardar Patel Stadium, Motera",0,0,0,0,A Nehra,Chennai Super Kings,0,32,25,7.68
A Nehra,15,"Wankhede Stadium, Mumbai",Chennai Super Kings,0,1,0,A Nehra,Chennai Super Kings,4,51,52,5.884615385
0,16,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,0,0,0,A Nehra,Sunrisers Hyderabad,6,44,42,6.285714286
0,16,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,A Nehra,Sunrisers Hyderabad,0,21,14,9
0,16,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0,0,A Nehra,Sunrisers Hyderabad,0,35,17,12.35294118
A Nehra,16,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,1,1,100,A Nehra,Sunrisers Hyderabad,3,96,88,6.545454545
0,17,"Eden Gardens, Kolkata",0,0,0,0,A Nehra,Sunrisers Hyderabad,1,35,27,7.777777778
0,17,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0,0,A Nehra,Sunrisers Hyderabad,3,42,24,10.5
0,17,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,0,0,0,A Nehra,Sunrisers Hyderabad,3,74,57,7.789473684
0,17,"Wankhede Stadium, Mumbai",0,0,0,0,A Nehra,Sunrisers Hyderabad,1,46,24,11.5
0,8,"Arun Jaitley Stadium, Delhi",0,0,0,0,A Nel,Mumbai Indians,1,31,18,10.33333333
A Nortje,21,Dubai International Cricket Stadium,Delhi Capitals,4,4,100,A Nortje,Delhi Capitals,17,345,280,7.392857143
0,21,Sharjah Cricket Stadium,0,0,0,0,A Nortje,Delhi Capitals,10,162,138,7.043478261
A Nortje,21,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Capitals,3,2,150,A Nortje,Delhi Capitals,7,182,145,7.531034483
0,22,"Brabourne Stadium, Mumbai",0,0,0,0,A Nortje,Delhi Capitals,1,35,27,7.777777778
A Nortje,22,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,1,7,14.28571429,A Nortje,Delhi Capitals,6,145,92,9.456521739
0,22,"Wankhede Stadium, Mumbai",0,0,0,0,A Nortje,Delhi Capitals,2,37,24,9.25
A Nortje,23,"Arun Jaitley Stadium, Delhi",Delhi Capitals,9,6,150,A Nortje,Delhi Capitals,5,181,126,8.619047619
A Nortje,23,"Barsapara Cricket Stadium, Guwahati",Delhi Capitals,0,1,0,A Nortje,Delhi Capitals,0,44,24,11
0,23,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,0,0,0,A Nortje,Delhi Capitals,2,36,24,9
A Nortje,23,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,23,14,164.2857143,A Nortje,Delhi Capitals,0,31,27,6.888888889
A Nortje,23,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,3,6,50,A Nortje,Delhi Capitals,1,39,26,9
A Nortje,23,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,2,2,100,A Nortje,Delhi Capitals,2,33,24,8.25
A Nortje,24,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0,2,0,A Nortje,Delhi Capitals,1,79,37,12.81081081
A Nortje,24,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,4,7,57.14285714,A Nortje,Delhi Capitals,3,102,51,12
0,24,"Sawai Mansingh Stadium, Jaipur",0,0,0,0,A Nortje,Delhi Capitals,1,48,24,12
0,24,"Wankhede Stadium, Mumbai",0,0,0,0,A Nortje,Delhi Capitals,2,65,28,13.92857143
A Raghuvanshi,24,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,32,28,114.2857143,0,0,0,0,0,0
A Raghuvanshi,24,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,54,28,192.8571429,0,0,0,0,0,0
A Raghuvanshi,24,"Eden Gardens, Kolkata",Kolkata Knight Riders,40,28,142.8571429,0,0,0,0,0,0
A Raghuvanshi,24,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,24,18,133.3333333,0,0,0,0,0,0
A Raghuvanshi,24,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,13,7,185.7142857,0,0,0,0,0,0
0,9,De Beers Diamond Oval,0,0,0,0,A Singh,Rajasthan Royals,1,25,18,8.333333333
A Singh,9,Kingsmead,Rajasthan Royals,1,2,50,A Singh,Rajasthan Royals,4,28,45,3.733333333
A Singh,9,OUTsurance Oval,Rajasthan Royals,0,1,0,A Singh,Rajasthan Royals,0,23,18,7.666666667
0,9,SuperSport Park,0,0,0,0,A Singh,Rajasthan Royals,4,19,26,4.384615385
A Singh,11,"Eden Gardens, Kolkata",Rajasthan Royals,0,2,0,A Singh,Rajasthan Royals,0,7,6,7
0,11,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,0,0,0,A Singh,Rajasthan Royals,3,35,24,8.75
A Singh,11,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,1,2,50,A Singh,Rajasthan Royals,5,153,133,6.902255639
0,11,"Wankhede Stadium, Mumbai",0,0,0,0,A Singh,Rajasthan Royals,1,20,12,10
0,12,"Arun Jaitley Stadium, Delhi",0,0,0,0,A Singh,Rajasthan Royals,2,41,25,9.84
0,12,"Eden Gardens, Kolkata",0,0,0,0,A Singh,Rajasthan Royals,1,29,24,7.25
0,12,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,A Singh,Rajasthan Royals,2,43,23,11.2173913
0,12,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,A Singh,Rajasthan Royals,0,45,25,10.8
0,12,"Sawai Mansingh Stadium, Jaipur",0,0,0,0,A Singh,Rajasthan Royals,3,118,83,8.530120482
A Singh,12,"Wankhede Stadium, Mumbai",Rajasthan Royals,0,3,0,A Singh,Rajasthan Royals,2,29,24,7.25
A Symonds,8,"Eden Gardens, Kolkata",Deccan Chargers,32,41,78.04878049,A Symonds,Deccan Chargers,0,15,15,6
A Symonds,8,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,129,70,184.2857143,A Symonds,Deccan Chargers,0,81,29,16.75862069
A Symonds,9,De Beers Diamond Oval,Deccan Chargers,90,56,160.7142857,A Symonds,Deccan Chargers,0,50,31,9.677419355
A Symonds,9,Kingsmead,Deccan Chargers,41,23,178.2608696,A Symonds,Deccan Chargers,1,17,19,5.368421053
A Symonds,9,New Wanderers Stadium,Deccan Chargers,76,60,126.6666667,A Symonds,Deccan Chargers,4,56,55,6.109090909
A Symonds,9,SuperSport Park,Deccan Chargers,42,32,131.25,A Symonds,Deccan Chargers,2,35,42,5
A Symonds,10,"Arun Jaitley Stadium, Delhi",Deccan Chargers,54,30,180,A Symonds,Deccan Chargers,0,8,12,4
A Symonds,10,Barabati Stadium,Deccan Chargers,88,62,141.9354839,A Symonds,Deccan Chargers,4,43,49,5.265306122
A Symonds,10,"Brabourne Stadium, Mumbai",Deccan Chargers,21,19,110.5263158,A Symonds,Deccan Chargers,0,32,25,7.68
A Symonds,10,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers,31,47,65.95744681,A Symonds,Deccan Chargers,1,101,94,6.446808511
A Symonds,10,"Eden Gardens, Kolkata",Deccan Chargers,45,39,115.3846154,A Symonds,Deccan Chargers,2,26,24,6.5
A Symonds,10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,4,7,57.14285714,A Symonds,Deccan Chargers,0,16,12,8
A Symonds,10,"M Chinnaswamy Stadium, Bengaluru",Deccan Chargers,53,25,212,A Symonds,Deccan Chargers,1,34,19,10.73684211
A Symonds,10,"MA Chidambaram Stadium, Chepauk, Chennai",Deccan Chargers,50,46,108.6956522,A Symonds,Deccan Chargers,2,29,18,9.666666667
A Symonds,10,"Sardar Patel Stadium, Motera",Deccan Chargers,22,15,146.6666667,A Symonds,Deccan Chargers,0,9,12,4.5
A Symonds,10,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,61,66,92.42424242,A Symonds,Deccan Chargers,2,74,60,7.4
A Symonds,11,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,3,3,100,A Symonds,Mumbai Indians,0,7,6,7
A Symonds,11,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,8,7,114.2857143,0,0,0,0,0,0
A Symonds,11,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,44,33,133.3333333,0,0,0,0,0,0
A Symonds,11,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,17,27,62.96296296,0,0,0,0,0,0
A Symonds,11,"Wankhede Stadium, Mumbai",Mumbai Indians,63,73,86.30136986,A Symonds,Mumbai Indians,1,34,18,11.33333333
A Tomar,22,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,4,8,50,0,0,0,0,0,0
A Uniyal,10,"Brabourne Stadium, Mumbai",Rajasthan Royals,0,1,0,A Uniyal,Rajasthan Royals,2,41,26,9.461538462
A Uniyal,10,"Sardar Patel Stadium, Motera",Rajasthan Royals,4,6,66.66666667,A Uniyal,Rajasthan Royals,0,25,12,12.5
A Zampa,16,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rising Pune Supergiant,0,1,0,A Zampa,Rising Pune Supergiant,10,72,72,6
0,16,"Eden Gardens, Kolkata",0,0,0,0,A Zampa,Rising Pune Supergiant,0,3,7,2.571428571
0,16,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,A Zampa,Rising Pune Supergiant,2,35,24,8.75
0,17,"Arun Jaitley Stadium, Delhi",0,0,0,0,A Zampa,Rising Pune Supergiant,1,29,25,6.96
A Zampa,17,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiant,5,7,71.42857143,A Zampa,Rising Pune Supergiant,4,93,66,8.454545455
0,17,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,0,0,0,A Zampa,Rising Pune Supergiant,2,32,25,7.68
0,17,"Wankhede Stadium, Mumbai",0,0,0,0,A Zampa,Rising Pune Supergiant,0,9,6,9
0,21,Dubai International Cricket Stadium,0,0,0,0,A Zampa,Royal Challengers Bengaluru,1,53,24,13.25
0,21,"Sheikh Zayed Stadium, Abu Dhabi",0,0,0,0,A Zampa,Royal Challengers Bengaluru,1,39,43,5.441860465
0,23,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,0,0,0,A Zampa,Rajasthan Royals,1,26,24,6.5
A Zampa,23,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,1,1,100,A Zampa,Rajasthan Royals,1,41,25,9.84
0,23,"Narendra Modi Stadium, Ahmedabad",0,0,0,0,A Zampa,Rajasthan Royals,1,32,24,8
A Zampa,23,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,9,16,56.25,A Zampa,Rajasthan Royals,5,87,60,8.7
AA Bilakhia,9,Kingsmead,Deccan Chargers,12,14,85.71428571,0,0,0,0,0,0
AA Bilakhia,9,New Wanderers Stadium,Deccan Chargers,6,8,75,0,0,0,0,0,0
AA Bilakhia,9,St George's Park,Deccan Chargers,1,5,20,0,0,0,0,0,0
AA Bilakhia,9,SuperSport Park,Deccan Chargers,48,57,84.21052632,0,0,0,0,0,0
AA Bilakhia,10,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,2,4,50,0,0,0,0,0,0
AA Chavan,11,Holkar Cricket Stadium,Rajasthan Royals,1,3,33.33333333,AA Chavan,Rajasthan Royals,0,10,6,10
0,11,"Wankhede Stadium, Mumbai",0,0,0,0,AA Chavan,Rajasthan Royals,0,17,24,4.25
0,12,"Arun Jaitley Stadium, Delhi",0,0,0,0,AA Chavan,Rajasthan Royals,1,31,25,7.44
0,12,"Eden Gardens, Kolkata",0,0,0,0,AA Chavan,Rajasthan Royals,0,30,22,8.181818182
0,12,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0,0,AA Chavan,Rajasthan Royals,0,32,18,10.66666667
AA Chavan,12,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,7,6,116.6666667,AA Chavan,Rajasthan Royals,5,80,67,7.164179104
0,12,Subrata Roy Sahara Stadium,0,0,0,0,AA Chavan,Rajasthan Royals,0,20,13,9.230769231
AA Chavan,12,"Wankhede Stadium, Mumbai",Rajasthan Royals,4,2,200,AA Chavan,Rajasthan Royals,1,41,24,10.25
0,13,"Eden Gardens, Kolkata",0,0,0,0,AA Chavan,Rajasthan Royals,1,28,19,8.842105263
0,13,"Sawai Mansingh Stadium, Jaipur",0,0,0,0,AA Chavan,Rajasthan Royals,0,10,19,3.157894737
0,13,"Wankhede Stadium, Mumbai",0,0,0,0,AA Chavan,Rajasthan Royals,0,25,18,8.333333333
AA Jhunjhunwala,10,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,2,6,33.33333333,0,0,0,0,0,0
AA Jhunjhunwala,10,"Brabourne Stadium, Mumbai",Rajasthan Royals,14,11,127.2727273,AA Jhunjhunwala,Rajasthan Royals,0,27,12,13.5
AA Jhunjhunwala,10,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,5,7,71.42857143,0,0,0,0,0,0
AA Jhunjhunwala,10,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,7,4,175,AA Jhunjhunwala,Rajasthan Royals,0,18,12,9
AA Jhunjhunwala,10,"Sardar Patel Stadium, Motera",Rajasthan Royals,109,91,119.7802198,AA Jhunjhunwala,Rajasthan Royals,0,18,9,12
AA Jhunjhunwala,10,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,35,45,77.77777778,AA Jhunjhunwala,Rajasthan Royals,0,6,6,6
AA Jhunjhunwala,10,"Vidarbha Cricket Association Stadium, Jamtha",Rajasthan Royals,11,8,137.5,0,0,0,0,0,0
AA Jhunjhunwala,11,"Dr DY Patil Sports Academy, Mumbai",Pune Warriors,10,16,62.5,AA Jhunjhunwala,Pune Warriors,0,11,7,9.428571429
AA Jhunjhunwala,11,"Punjab Cricket Association IS Bindra Stadium, Mohali",Pune Warriors,0,3,0,AA Jhunjhunwala,Pune Warriors,0,11,6,11
AA Jhunjhunwala,12,"Arun Jaitley Stadium, Delhi",Deccan Chargers,4,6,66.66666667,0,0,0,0,0,0
AA Jhunjhunwala,12,"MA Chidambaram Stadium, Chepauk, Chennai",Deccan Chargers,1,1,100,AA Jhunjhunwala,Deccan Chargers,1,13,18,4.333333333
0,12,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0,0,AA Jhunjhunwala,Deccan Chargers,0,13,6,13
AA Jhunjhunwala,12,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,19,20,95,AA Jhunjhunwala,Deccan Chargers,0,12,12,6
0,11,"Sawai Mansingh Stadium, Jaipur",0,0,0,0,AA Kazi,Royal Challengers Bengaluru,0,21,13,9.692307692
AA Kulkarni,24,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,9,8,112.5,0,0,0,0,0,0
AA Noffke,8,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,9,12,75,AA Noffke,Royal Challengers Bengaluru,1,35,25,8.4
AB Agarkar,8,"Eden Gardens, Kolkata",Kolkata Knight Riders,7,9,77.77777778,AB Agarkar,Kolkata Knight Riders,3,86,71,7.267605634
0,8,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,AB Agarkar,Kolkata Knight Riders,3,25,28,5.357142857
AB Agarkar,8,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,11,9,122.2222222,AB Agarkar,Kolkata Knight Riders,1,19,18,6.333333333
AB Agarkar,8,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,1,2,50,AB Agarkar,Kolkata Knight Riders,0,26,19,8.210526316
AB Agarkar,8,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,20,15,133.3333333,AB Agarkar,Kolkata Knight Riders,1,46,24,11.5
AB Agarkar,8,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,15,14,107.1428571,AB Agarkar,Kolkata Knight Riders,0,5,8,3.75
0,9,Buffalo Park,0,0,0,0,AB Agarkar,Kolkata Knight Riders,1,12,7,10.28571429
AB Agarkar,9,Kingsmead,Kolkata Knight Riders,19,25,76,AB Agarkar,Kolkata Knight Riders,3,62,58,6.413793103
AB Agarkar,9,New Wanderers Stadium,Kolkata Knight Riders,39,29,134.4827586,AB Agarkar,Kolkata Knight Riders,0,58,43,8.093023256
AB Agarkar,9,Newlands,Kolkata Knight Riders,8,4,200,AB Agarkar,Kolkata Knight Riders,0,31,14,13.28571429
0,9,St George's Park,0,0,0,0,AB Agarkar,Kolkata Knight Riders,1,29,24,7.25
0,9,SuperSport Park,0,0,0,0,AB Agarkar,Kolkata Knight Riders,1,90,53,10.18867925
AB Agarkar,10,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,17,13,130.7692308,AB Agarkar,Kolkata Knight Riders,0,26,13,12
AB Agarkar,10,"Eden Gardens, Kolkata",Kolkata Knight Riders,8,5,160,AB Agarkar,Kolkata Knight Riders,2,102,68,9
AB Agarkar,10,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,6,7,85.71428571,AB Agarkar,Kolkata Knight Riders,0,29,18,9.666666667
AB Agarkar,10,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,9,5,180,AB Agarkar,Kolkata Knight Riders,0,14,13,6.461538462
0,10,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0,0,AB Agarkar,Kolkata Knight Riders,2,32,24,8
0,11,"Arun Jaitley Stadium, Delhi",0,0,0,0,AB Agarkar,Delhi Daredevils,3,99,68,8.735294118
0,11,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,AB Agarkar,Delhi Daredevils,1,49,24,12.25
0,11,Nehru Stadium,0,0,0,0,AB Agarkar,Delhi Daredevils,2,23,24,5.75
0,11,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,0,0,0,AB Agarkar,Delhi Daredevils,2,29,24,7.25
AB Agarkar,11,"Wankhede Stadium, Mumbai",Delhi Capitals,7,7,100,AB Agarkar,Delhi Daredevils,0,31,24,7.75
0,12,"Arun Jaitley Stadium, Delhi",0,0,0,0,AB Agarkar,Delhi Daredevils,1,107,69,9.304347826
0,12,"Wankhede Stadium, Mumbai",0,0,0,0,AB Agarkar,Delhi Daredevils,2,27,21,7.714285714
AB Agarkar,13,"Arun Jaitley Stadium, Delhi",Delhi Capitals,12,16,75,AB Agarkar,Delhi Daredevils,0,70,51,8.235294118
0,13,"Sawai Mansingh Stadium, Jaipur",0,0,0,0,AB Agarkar,Delhi Daredevils,0,22,12,11
AB Barath,10,"Arun Jaitley Stadium, Delhi",Punjab Kings,2,5,40,0,0,0,0,0,0
AB Barath,10,Barabati Stadium,Punjab Kings,7,10,70,0,0,0,0,0,0
AB Barath,10,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,33,28,117.8571429,0,0,0,0,0,0
0,8,"Eden Gardens, Kolkata",0,0,0,0,AB Dinda,Kolkata Knight Riders,3,139,135,6.177777778
0,8,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,AB Dinda,Kolkata Knight Riders,2,9,20,2.7
0,8,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,AB Dinda,Kolkata Knight Riders,0,20,20,6
0,8,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0,0,AB Dinda,Kolkata Knight Riders,1,24,19,7.578947368
0,8,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,0,0,0,AB Dinda,Kolkata Knight Riders,3,33,25,7.92
AB Dinda,8,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,1,3,33.33333333,AB Dinda,Kolkata Knight Riders,0,30,26,6.923076923
AB Dinda,8,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,1,1,100,0,0,0,0,0,0
0,9,Buffalo Park,0,0,0,0,AB Dinda,Kolkata Knight Riders,1,27,19,8.526315789
0,9,Kingsmead,0,0,0,0,AB Dinda,Kolkata Knight Riders,1,63,62,6.096774194
AB Dinda,9,Newlands,Kolkata Knight Riders,2,2,100,AB Dinda,Kolkata Knight Riders,1,24,18,8
AB Dinda,9,St George's Park,Kolkata Knight Riders,0,1,0,AB Dinda,Kolkata Knight Riders,0,50,27,11.11111111
0,9,SuperSport Park,0,0,0,0,AB Dinda,Kolkata Knight Riders,1,29,24,7.25
0,10,"Eden Gardens, Kolkata",0,0,0,0,AB Dinda,Kolkata Knight Riders,5,65,74,5.27027027
AB Dinda,10,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,0,1,0,AB Dinda,Kolkata Knight Riders,2,15,19,4.736842105
0,10,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,AB Dinda,Kolkata Knight Riders,0,25,13,11.53846154
0,10,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0,0,AB Dinda,Kolkata Knight Riders,0,19,14,8.142857143
0,10,"Sardar Patel Stadium, Motera",0,0,0,0,AB Dinda,Kolkata Knight Riders,2,28,24,7
AB Dinda,11,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0,5,0,AB Dinda,Delhi Daredevils,2,71,59,7.220338983
0,11,"Dr DY Patil Sports Academy, Mumbai",0,0,0,0,AB Dinda,Delhi Daredevils,2,42,25,10.08
0,11,"Sawai Mansingh Stadium, Jaipur",0,0,0,0,AB Dinda,Delhi Daredevils,1,34,23,8.869565217
0,12,"Eden Gardens, Kolkata",0,0,0,0,AB Dinda,Pune Warriors,0,28,13,12.92307692
0,12,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,AB Dinda,Pune Warriors,1,26,27,5.777777778
AB Dinda,12,"Punjab Cricket Association IS Bindra Stadium, Mohali",Pune Warriors,2,5,40,AB Dinda,Pune Warriors,1,18,18,6
0,12,Subrata Roy Sahara Stadium,0,0,0,0,AB Dinda,Pune Warriors,3,77,70,6.6
0,12,"Wankhede Stadium, Mumbai",0,0,0,0,AB Dinda,Pune Warriors,4,18,26,4.153846154
AB Dinda,13,"M Chinnaswamy Stadium, Bengaluru",Pune Warriors,1,1,100,AB Dinda,Pune Warriors,2,48,26,11.07692308
0,13,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,AB Dinda,Pune Warriors,2,34,24,8.5
AB Dinda,13,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,0,1,0,AB Dinda,Pune Warriors,1,25,26,5.769230769
0,13,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0,0,AB Dinda,Pune Warriors,0,37,25,8.88
AB Dinda,13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pune Warriors,0,2,0,AB Dinda,Pune Warriors,2,29,25,6.96
0,13,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,AB Dinda,Pune Warriors,3,31,24,7.75
AB Dinda,13,Subrata Roy Sahara Stadium,Pune Warriors,8,7,114.2857143,AB Dinda,Pune Warriors,6,198,128,9.28125
0,13,"Wankhede Stadium, Mumbai",0,0,0,0,AB Dinda,Pune Warriors,0,63,26,14.53846154
AB Dinda,14,Dubai International Cricket Stadium,Royal Challengers Bengaluru,2,5,40,AB Dinda,Royal Challengers Bengaluru,2,33,42,4.714285714
0,14,"Eden Gardens, Kolkata",0,0,0,0,AB Dinda,Royal Challengers Bengaluru,1,38,27,8.444444444
0,14,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,AB Dinda,Royal Challengers Bengaluru,1,76,44,10.36363636
0,14,Sharjah Cricket Stadium,0,0,0,0,AB Dinda,Royal Challengers Bengaluru,0,77,50,9.24
AB Dinda,14,"Sheikh Zayed Stadium, Abu Dhabi",Royal Challengers Bengaluru,0,3,0,AB Dinda,Royal Challengers Bengaluru,0,8,12,4
